"gene"	"B6_2ng_B6_NT1"	"B6_10ng_B6_NT1"	"B6_10ng_B6_2ng"	"B6_50ng_B6_NT1"	"B6_50ng_B6_2ng"	"B6_50ng_B6_10ng"	"1h_NT1_B6_NT1"	"1h_NT1_B6_2ng"	"1h_NT1_B6_10ng"	"1h_NT1_B6_50ng"	"1h_2ng_B6_NT1"	"1h_2ng_B6_2ng"	"1h_2ng_B6_10ng"	"1h_2ng_B6_50ng"	"1h_2ng_1h_NT1"	"1h_10ng_B6_NT1"	"1h_10ng_B6_2ng"	"1h_10ng_B6_10ng"	"1h_10ng_B6_50ng"	"1h_10ng_1h_NT1"	"1h_10ng_1h_2ng"	"1h_50ng_B6_NT1"	"1h_50ng_B6_2ng"	"1h_50ng_B6_10ng"	"1h_50ng_B6_50ng"	"1h_50ng_1h_NT1"	"1h_50ng_1h_2ng"	"1h_50ng_1h_10ng"
"Cbx8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.880460"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2900052L18Rik"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.648850"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Sectm1a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.000000"	NA	NA	NA	" 0.000000"	NA	NA	NA	NA	NA	NA	NA	NA
"Odc1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.014630"	"  0.794142"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Tmem18"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.874663"	NA	NA	NA	"-0.988126"	NA	NA	NA	NA	NA	NA	NA	NA
"Eif2s1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.923037"	"  0.797555"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ptgr2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.926865"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"AC151967.1,Ahsa1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.890824"	"  0.893877"	NA	" 1.167770"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pik3cg"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.889060"	" -0.746914"	NA	"-0.907714"	"-0.941963"	"-0.886365"	NA	NA	NA	NA	NA	NA	NA
"Pygl"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.757150"	" -1.581630"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Aldh6a1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.481950"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Galc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.169580"	" -1.043840"	NA	NA	"-0.978212"	NA	NA	NA	NA	NA	NA	NA	NA
"Hsp90aa1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.578760"	NA	NA	NA	" 1.561640"	NA	NA	NA	NA	NA	NA	NA	NA
"Psma2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.868823"	NA	NA	NA	" 0.903441"	NA	NA	NA	NA	NA	NA	NA	NA
"Fam65b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.241490"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Smim13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.236980"	" -1.101980"	NA	NA	"-0.836580"	NA	NA	NA	NA	NA	NA	NA	NA
"Phf2os1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.000000"	NA	" 0.000000"	" 0.000000"	" 0.000000"	NA	NA	NA	NA	NA	NA	NA	" 0.000000"
"Grk6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.917404"	" -0.931693"	NA	NA	"-1.205020"	"-1.299710"	NA	NA	NA	NA	NA	"-0.809899"	NA
"B4galt7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.800533"	NA	NA	NA	"-0.823616"	NA	NA	NA	NA	NA	NA	NA	NA
"Nsun2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.221240"	"  1.057870"	NA	NA	" 1.068720"	NA	NA	NA	NA	NA	NA	NA	NA
"Ssbp2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.551620"	NA	NA	"-1.487770"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ankra2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.837803"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Gtpbp4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.771125"	"  0.806561"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Zkscan3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.774970"	NA	NA	"-0.836160"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Zscan26"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.206490"	" -1.028640"	NA	"-0.935222"	"-1.215610"	"-0.800576"	NA	NA	NA	NA	NA	NA	" 0.863493"
"Nup153"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.947027"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Kif13a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.218750"	" -1.161080"	NA	"-1.177570"	"-1.089380"	"-1.087980"	NA	NA	NA	NA	NA	NA	NA
"Mir6945,Pdlim7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.110040"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Isca1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.863682"	NA	NA	NA	"-0.860483"	NA	NA	NA	NA	NA	NA	NA	NA
"Aaed1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.053400"	NA	NA	NA	"-1.158090"	NA	NA	NA	NA	NA	NA	NA	NA
"Zfp712"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.671520"	NA	NA	"-1.725820"	"-1.719420"	NA	NA	NA	NA	NA	NA	NA	NA
"Arsk"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.221620"	" -0.892627"	NA	NA	"-0.823742"	NA	NA	NA	NA	NA	NA	NA	NA
"Scamp1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.963181"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Gm15285"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.000000"	NA	NA	" 0.000000"	" 0.000000"	" 0.000000"	NA	NA	NA	NA	NA	NA	" 0.000000"
"Pelo"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.869616"	"  0.876577"	NA	" 0.979125"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Nnt"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.979653"	NA	NA	NA	"-1.053880"	NA	NA	NA	NA	NA	NA	NA	NA
"Ppif"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.131820"	NA	NA	NA	" 0.974074"	NA	" 0.989143"	NA	NA	NA	NA	NA	NA
"Tmem260"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.993558"	NA	NA	"-1.008970"	"-1.019410"	NA	NA	NA	NA	NA	NA	NA	NA
"Abhd4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.364960"	" -1.203950"	"-0.903379"	"-0.778820"	"-1.295410"	"-0.940638"	NA	NA	NA	NA	NA	NA	" 0.911560"
"Nop9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.775865"	NA	NA	" 0.732885"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Nufip1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.112660"	"  0.896503"	NA	" 0.886258"	" 1.078780"	NA	NA	NA	NA	NA	NA	NA	NA
"Gm3839"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.449780"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Zfp219"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.191480"	" -0.916915"	NA	NA	"-1.194160"	NA	NA	NA	NA	NA	NA	NA	NA
"Prmt5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.985285"	"  0.863446"	NA	" 0.832032"	NA	NA	NA	NA	NA	NA	NA	NA	"-0.799394"
"Tgm1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 3.892790"	"  3.004120"	NA	NA	" 2.673790"	" 1.679490"	" 4.543630"	" 3.654970"	" 1.402840"	NA	" 3.324630"	" 2.330340"	NA
"Polr3d"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.901596"	"  0.904176"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Gtf2f2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.977648"	"  0.804950"	NA	" 0.909954"	" 1.065320"	NA	NA	NA	NA	NA	NA	NA	NA
"Mzt1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.911069"	" -0.841487"	NA	NA	"-1.010340"	"-0.758159"	NA	NA	NA	NA	NA	NA	NA
"Dcaf13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.806568"	"  0.757476"	NA	NA	" 0.859058"	NA	NA	NA	NA	NA	NA	NA	NA
"Trib1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.457540"	"  1.090240"	" 0.828376"	" 0.959845"	" 1.400830"	NA	" 1.466280"	" 1.098990"	NA	" 0.968591"	" 1.409580"	NA	NA
"Hgh1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.985127"	"  1.005230"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Arhgap8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.000000"	"  0.000000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ppp6r2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.278320"	" -1.164350"	NA	"-1.559820"	"-1.206690"	"-1.172780"	NA	NA	NA	NA	NA	NA	" 1.099770"
"Acvrl1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.087100"	NA	NA	NA	" 1.047130"	NA	NA	NA	NA	NA	NA	NA	NA
"Zfp740"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.971168"	" -1.028300"	NA	"-0.885048"	"-0.792627"	"-0.796290"	NA	NA	NA	NA	NA	NA	" 0.767278"
"Dnajc21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.891559"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Tars"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.789052"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ankrd46"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.979356"	" -0.824563"	NA	"-0.974953"	"-0.937718"	NA	NA	NA	NA	NA	NA	NA	NA
"Jrk"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.362890"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Top1mt"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.202660"	"  1.215360"	NA	" 1.272360"	" 0.951225"	NA	NA	NA	NA	NA	NA	NA	NA
"Josd1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.888161"	NA	NA	NA	"-0.830664"	NA	NA	NA	NA	NA	NA	NA	NA
"Arsa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.796203"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Yaf2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.895731"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Csad"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.829737"	" -0.858383"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Itgb7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.823100"	NA	" 1.075280"	" 1.088860"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Yars2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.413370"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Senp2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.830886"	NA	NA	"-0.910073"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Mrps6,Slc5a3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.325700"	"  1.143010"	NA	" 0.904320"	" 1.179120"	" 1.003660"	NA	NA	NA	NA	NA	NA	"-0.865425"
"Gm27671,Marf1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.841773"	NA	NA	"-0.896934"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ranbp1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.642130"	"  1.071280"	NA	" 1.542340"	" 1.209990"	NA	NA	NA	NA	NA	NA	NA	"-1.256560"
"Rubcn"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.408360"	NA	NA	NA	"-1.332780"	NA	NA	NA	NA	NA	NA	NA	NA
"Atp6v1a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.064820"	NA	NA	"-1.049110"	"-1.178840"	NA	NA	NA	NA	NA	NA	NA	NA
"Dubr"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.009560"	" -1.197640"	NA	NA	"-0.868784"	"-0.874484"	NA	NA	NA	NA	NA	NA	NA
"Nit2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.782398"	NA	NA	NA	" 0.894454"	NA	NA	NA	NA	NA	NA	NA	NA
"Crybg3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.951559"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"4930453N24Rik"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.160310"	"  1.140070"	NA	" 1.007150"	" 1.446040"	" 1.299960"	NA	NA	NA	NA	" 1.196010"	" 1.049930"	NA
"Mrpl39"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.933797"	"  0.811527"	NA	NA	" 0.960597"	NA	NA	NA	NA	NA	NA	NA	NA
"Rcan1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.085340"	"  1.314680"	" 0.944247"	" 1.004140"	" 0.852078"	NA	NA	" 1.001580"	NA	NA	NA	NA	NA
"Park2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.350900"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Zfp760"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.413360"	NA	NA	NA	"-1.182460"	NA	NA	NA	NA	NA	NA	NA	NA
"Rnps1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.774069"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Adamts10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.307120"	NA	NA	NA	"-1.220940"	NA	NA	NA	NA	NA	NA	NA	NA
"Wdr46"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.977663"	"  1.099060"	NA	" 0.748387"	" 0.843545"	NA	NA	NA	NA	NA	NA	NA	NA
"Cyp39a1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-2.766940"	NA	NA	NA	"-2.528990"	NA	NA	NA	NA	NA	NA	NA	NA
"Zbtb14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.785111"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ttc27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.972007"	NA	NA	" 1.041890"	" 0.882035"	NA	NA	NA	NA	NA	NA	NA	NA
"Rgmb"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.062550"	"  1.070130"	" 1.258850"	NA	NA	NA	" 1.171270"	" 1.178850"	" 1.367570"	NA	NA	NA	NA
"Zfp944"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.967841"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Tnfrsf12a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.551460"	"  1.573590"	" 1.147400"	" 1.117450"	NA	NA	" 1.413270"	" 1.435400"	" 1.009210"	NA	NA	NA	NA
"Tbl3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.206700"	NA	NA	" 1.112330"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Nubp2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.760148"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Arhgdig,Pdia2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 3.626630"	"  0.000000"	NA	NA	" 0.000000"	NA	NA	NA	NA	NA	NA	NA	"-3.626630"
"Fam234a"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.024590"	" -0.955111"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Wdr4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.910642"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Mrps18b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.414050"	NA	NA	NA	" 1.440970"	NA	NA	NA	NA	NA	NA	NA	NA
"Ankrd66"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 3.181500"	NA	NA	NA	NA	" 1.704120"	NA	NA	NA	NA	NA	NA	NA
"Gtf2f1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.092730"	"  0.835331"	NA	" 0.873818"	" 0.931993"	NA	NA	NA	NA	NA	NA	NA	NA
"Srsf7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.984941"	"  0.859438"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Mib1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.828985"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Impact"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.190520"	" -0.843241"	NA	"-1.093220"	"-1.308260"	NA	NA	NA	NA	NA	NA	NA	NA
"Apc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.864352"	NA	NA	"-0.744996"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"0610009O20Rik"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.046350"	NA	NA	NA	"-0.982818"	"-0.973378"	NA	NA	NA	NA	NA	NA	NA
"Srfbp1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.309060"	"  1.063930"	NA	NA	" 1.102450"	" 0.859923"	" 1.252620"	" 1.007490"	NA	NA	" 1.046010"	NA	NA
"Slc12a2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.987706"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Ccny"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.811416"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Hars"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.950375"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Atg12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.019390"	NA	NA	"-0.922360"	"-0.819550"	NA	NA	NA	NA	NA	NA	NA	NA
"Cep120"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.850392"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Tcof1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.291370"	"  1.161740"	NA	" 0.779623"	" 1.162470"	" 0.758119"	NA	NA	NA	NA	NA	NA	"-0.775114"
"Txnl1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.799938"	NA	NA	NA	" 0.783976"	NA	NA	NA	NA	NA	NA	NA	NA
"Elac1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.966585"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Eef1g"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.977308"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Rom1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.477650"	" -1.302490"	NA	NA	"-1.270700"	NA	NA	NA	NA	NA	NA	NA	NA
"Dtx4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.889928"	" -0.774198"	NA	"-1.123340"	"-0.966269"	"-0.840182"	NA	NA	NA	NA	NA	NA	NA
"Exosc1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.905272"	NA	NA	" 0.793904"	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Slc25a28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.929503"	NA	NA	NA	" 0.773628"	NA	NA	NA	NA	NA	NA	NA	NA
"Fam107b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-2.044730"	" -1.362260"	NA	"-1.457140"	"-1.748930"	"-1.481360"	NA	NA	NA	NA	NA	NA	NA
"Gm13375"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-2.103640"	" -1.958580"	"-1.829980"	"-1.788460"	"-2.466910"	"-1.849040"	NA	NA	NA	NA	NA	NA	NA
"Acbd5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.892948"	NA	NA	NA	"-0.758277"	NA	NA	NA	NA	NA	NA	NA	NA
"Olfm1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.147810"	"  1.132530"	" 0.959005"	" 1.365260"	" 0.926542"	NA	NA	NA	NA	NA	NA	NA	"-0.949404"
"Set"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 1.034250"	NA	NA	NA	" 0.883509"	NA	NA	NA	NA	NA	NA	NA	"-0.881400"
"Ntmt1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.854068"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lmo2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.049230"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Lin7c"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-0.840611"	" -0.775601"	NA	NA	"-0.799946"	NA	NA	NA	NA	NA	NA	NA	NA
"Ivd"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.150350"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Stard9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"-1.164130"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Gm13988"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	" 0.000000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
